,Unnamed: 0,class,tweet
10718,10718,Anti-State,rt ptm rejected terrorist pakistan afghanistan
10719,10719,Anti-State,rt terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary secondary school inâ peshawarâ
10720,10720,Anti-State,apsunforgettable india involved deadly terrorist attack militaryrun school pakistan inâ
10721,10721,Anti-State,rt apsunforgettable india involved deadly terrorist attack militaryrun school pakistan â
10722,10722,Anti-State,rt today december terrorist attack army school peshawar pakistan people martâ
10723,10723,Anti-State,ptm rejected terrorist pakistan afghanistan
10724,10724,Anti-State,rt state pakistan asking humanrights peace speaking terrorist terrorism isâ
10725,10725,Anti-State,rt terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary secondary school inâ peshawarâ
10726,10726,Anti-State,rt fact clear indian involvement terrorist activity pakistan blood martyr ofâ
10727,10727,Anti-State,rt reemerged distorted international image terrorist state top tourist destination world ufe ufa amazingâ
10728,10728,Anti-State,rt terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary secondary school inâ peshawarâ
10729,10729,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ army pâ
10730,10730,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10731,10731,Anti-State,rt today december terrorist attack army school peshawar pakistan people martâ
10732,10732,Anti-State,rt paybackbegins ajit doval admitting interference balochistan narendra modi admitting want isolate pakiâ
10733,10733,Anti-State,rt december darkest day pakistanâs long struggle externallysponsored terrorism thought pâ
10734,10734,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ â
10735,10735,Anti-State,rt terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary secondary school inâ peshawarâ
10736,10736,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan conducted terrorist attack army pâ
10737,10737,Anti-State,rt paybackbeginsu take crash nearby building work send teenage survivor one pakistaâ
10738,10738,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack thâ
10739,10739,Anti-State,young student future pakistan u resolve fight terrorist incident like aps beâ
10740,10740,Anti-State,rt paybackbegins continued violence kashmir heightened threat terrorist tension concern oveâ
10741,10741,Anti-State,rt peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary andâ
10742,10742,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormedâ
10743,10743,Anti-State,rt terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary secondary school inâ peshawarâ
10744,10744,Anti-State,rt fact clear indian involvement terrorist activity pakistan blood martyr ofâ
10745,10745,Anti-State,rt paybackbegins united nation declare india terrorist state international community must take strict acâ
10746,10746,Anti-State,rt india involved deadly terrorist attack militaryrun school pakistan child betâ
10747,10747,Anti-State,rt paybackbegins indiansponsored terrorist incident pakistan attack agriculture university peshawar uc rawhireâ
10748,10748,Anti-State,rt paybackbegins indiansponsored terrorist incident pakistan attack agriculture university peshawar uc rawhireâ
10749,10749,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack army puâ
10750,10750,Anti-State,terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary secondary school inâ â
10751,10751,Anti-State,rt paybackbegins take crash nearby building work send teenage survivor one pakistanâs worst eâ
10752,10752,Anti-State,rt apstoheaven dubai six year passed since child pakistan army school aps peshawar killed theâ
10753,10753,Anti-State,gulalai poor soul trying hard vent frustration deliberately mixing afghanâ
10754,10754,Anti-State,rt terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary secondary school inâ peshawarâ
10755,10755,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ â
10756,10756,Anti-State,terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary secondary school inâ â
10757,10757,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ army pâ
10758,10758,Anti-State,rt paybackbegins indiansponsored terrorist incident pakistan attack army public school rawhired malik faâ
10759,10759,Anti-State,rt apsunforgettable december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorâ
10760,10760,Anti-State,rt paybackbegins india recently spent million dollar merger tehriktaliban pakistan four terroristâ
10761,10761,Anti-State,th anniv india defeated terrorist genocide mass rape enacting pakistan karachi burned seven day wentâ
10762,10762,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10763,10763,Anti-State,rt paybackbegins pakistan gone ups amp down since birth separation east pakistan amp aps terrorist attâ
10764,10764,Anti-State,paybackbegins indiansponsored terrorist incident pakistan attack army public school rawhireâ
10765,10765,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ arâ
10766,10766,Anti-State,rt state pakistan asking humanrights peace speaking terrorist terrorism isâ
10767,10767,Anti-State,rt paybackbegins raw investing heavily disrupt progress china pakistan economic corridor cpec attackingâ
10768,10768,Anti-State,paybackbegins indiansponsored terrorist incident pakistan attack agriculture university peshawar â
10769,10769,Anti-State,rt december one darkest day history pakistan army public school attacked lunatic terrâ
10770,10770,Anti-State,rt paybackbegins indian state terrorist activity exposed pakistan
10771,10771,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed aâ
10772,10772,Anti-State,rt th december marked black day history pakistan vicious terrorist attack aps pesâ
10773,10773,Anti-State,rt paybackbegins pakistan evidence lndian intelligence agency sponsoring terrorist organization theâ
10774,10774,Anti-State,aitzaz hassan student sitaraeshujaat hangu pakistan alone stopped terrorist saving school â
10775,10775,Anti-State,rt fact clear indian involvement terrorist activity pakistan blood martyr ofâ
10776,10776,Anti-State,rt paybackbegins pakistan one theory lndia socalled secular terrorist state lndia trained send tâ
10777,10777,Anti-State,rt paybackbegins majority indian poor amp lacking basic day day need india enough money invest inâ
10778,10778,Anti-State,rt paybackbegins take crash nearby building work send teenage survivor one pakistanâs worst eâ
10779,10779,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ â
10780,10780,Anti-State,rt paybackbegins majority indian poor amp lacking basic day day need india enough money invest inâ
10781,10781,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ â
10782,10782,Anti-State,rt commemorative ceremony held ankara apspeshawar terrorist attack victim amb speech condemned theâ
10783,10783,Anti-State,rt paybackbegins everyone pakistan know india behind terrorist activity taking place pakistan realâ
10784,10784,Anti-State,rt fact clear indian involvement terrorist activity pakistan blood martyr ofâ
10785,10785,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan conducted terrorist attack army publiâ
10786,10786,Anti-State,rt paybackbegins indian state terrorist activity exposed pakistan
10787,10787,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10788,10788,Anti-State,rt state pakistan asking humanrights peace speaking terrorist terrorism isâ
10789,10789,Anti-State,rt barebackedindianterrorism indian terrorism sponsorship recently indian intelligence agency connection terrorist orâ
10790,10790,Anti-State,rt paybackbegins everyone pakistan know india behind terrorist activity taking place pakistan realâ
10791,10791,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack army puâ
10792,10792,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ army pâ
10793,10793,Anti-State,rt warned india planned upscale terrorist activity pakistan paybackbegins
10794,10794,Anti-State,rt paybackbegins united nation declare india terrorist state international community must take strict acâ
10795,10795,Anti-State,rt paybackbegins majority indian poor amp lacking basic day day need india enough money invest inâ
10796,10796,Anti-State,rt paybackbegins majority indian poor amp lacking basic day day need india enough money invest inâ
10797,10797,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack army puâ
10798,10798,Anti-State,paybackbegins everyone pakistan know india behind terrorist activity taking place pakistanâ
10799,10799,Anti-State,rt apsunforgettable peshawar becoming victim brutal merciless terrorist act given clarion call âriseâ
10800,10800,Anti-State,rt rememberingapsmartyrs rememberingapsmartyrs even six year pain sorrow heinous terrorist act remaâ
10801,10801,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ arâ
10802,10802,Anti-State,rt apsunforgettable attack said vengeance military operation zarbeazb pakistan armed forcesâ
10803,10803,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed arâ
10804,10804,Anti-State,rt paybackbegins continued violence kashmir heightened threat terrorist tension concern oveâ
10805,10805,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack army puâ
10806,10806,Anti-State,rt paybackbegins killer ajmal pahari belonging terrorist wing political party mqm caught police coâ
10807,10807,Anti-State,rt paybackbegins united nation declared lndia center terrorism india wanted isolate pakistan worldâ
10808,10808,Anti-State,rt peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary andâ
10809,10809,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ army pâ
10810,10810,Anti-State,rt peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary andâ
10811,10811,Anti-State,rt paybackbegins pakistan evidence lndian intelligence agency sponsoring terrorist organization theâ
10812,10812,Anti-State,rt th anniv india defeated terrorist genocide mass rape enacting pakistan karachi burned seven day went bombay boâ
10813,10813,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ army pâ
10814,10814,Anti-State,rt paybackbegins real problem india isi even released map terrorist campus inâ
10815,10815,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack army puâ
10816,10816,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ army pâ
10817,10817,Anti-State,th anniv india defeated terrorist genocide mass rape enacting pakistan karachi burned seven day went â
10818,10818,Anti-State,rt retributionof pakistan country world defeated terrorist organisation fata balouchistan
10819,10819,Anti-State,rt paybackbegins united nation declare india terrorist state international community must take strict acâ
10820,10820,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack army puâ
10821,10821,Anti-State,rt peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary andâ
10822,10822,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed aâ
10823,10823,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack thâ
10824,10824,Anti-State,december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack onâ
10825,10825,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack army puâ
10826,10826,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack thâ
10827,10827,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack army puâ
10828,10828,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormedâ
10829,10829,Anti-State,rt salutetodecheros peshawar school massacre terrorist attack seven heavily armed taliban fighter stormed anâ
10830,10830,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10831,10831,Anti-State,rt apsunforgettable india involved deadly terrorist attack militaryrun school pakistan â
10832,10832,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ army pâ
10833,10833,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan conducted terrorist attack army pâ
10834,10834,Anti-State,rt paybackbegins pakistan evidence lndian intelligence agency sponsoring terrorist organization theâ
10835,10835,Anti-State,rt apsunforgettable india involved deadly terrorist attack militaryrun school pakistan â
10836,10836,Anti-State,december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack onâ
10837,10837,Anti-State,rt apsunforgettable december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorâ
10838,10838,Anti-State,rt israel world bigger terrorist anyone like israel go israel world accept israel pâ
10839,10839,Anti-State,rt apsunforgettable india involved deadly terrorist attack militaryrun school pakistan â
10840,10840,Anti-State,today black day india amp pakistan india nirbhaya rape pakistan terrorist attack army schooâ
10841,10841,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed aâ
10842,10842,Anti-State,rt paybackbegins united nation declare india terrorist state international community must take strict acâ
10843,10843,Anti-State,paybackbegins united nation declare india terrorist state international community must take sâ
10844,10844,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan conducted terrorist attack army pâ
10845,10845,Anti-State,rt india responsible terrorist attack pakistan new delhi used consulate neighbouring country launch atâ
10846,10846,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10847,10847,Anti-State,rt special service group ssg served alzarrar anti terrorist unit also remained instructor pakisâ
10848,10848,Anti-State,rt peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary andâ
10849,10849,Anti-State,rt apsunforgettable december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorâ
10850,10850,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10851,10851,Anti-State,rt paybackbegins indian embassy consulate many country hub terror sponsorship indian intelligâ
10852,10852,Anti-State,apsunforgettable india involved deadly terrorist attack militaryrun school pakistan inâ
10853,10853,Anti-State,rt pakistan making sacrifice blood treasure india busy laying terrorist network using soil aâ
10854,10854,Anti-State,rt aug pakistanâs intelligence agency averted massive terrorist attack planned india paybackbegins
10855,10855,Anti-State,rt paybackbegins united nation declare india terrorist state international community must take strâ
10856,10856,Anti-State,rt look face happiness defeated u dirty plan destroying peace pakistan karachiâ
10857,10857,Anti-State,rt apsunforgettable december black day pakistan historyterrorist attack army public school peshawar
10858,10858,Anti-State,rt indian terrorist kalbhushan arrested pakistan eu disinfo report also told another type terrorisam using agaiâ
10859,10859,Anti-State,rt special service group ssg served alzarrar anti terrorist unit also remained instructor pakisâ
10860,10860,Anti-State,rt paybackbegins pakistan long victim indian terrorism arrest clubbhushan jadeo great proofâ
10861,10861,Anti-State,rt indian intelligence agency raw according dossier paying r million suicide terrorist attack pakisâ
10862,10862,Anti-State,rt paybackbegins majority indian poor amp lacking basic day day need india enough money invest inâ
10863,10863,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormeâ
10864,10864,Anti-State,rt warned india planned upscale terrorist activity pakistan paybackbegins
10865,10865,Anti-State,rt paybackbeginsu take crash nearby building work send teenage survivor one pakistaâ
10866,10866,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack army puâ
10867,10867,Anti-State,rt paybackbegins raw investing heavily disrupt progress china pakistan economic corridor cpec attackingâ
10868,10868,Anti-State,rt paybackbegins united nation declare india terrorist state international community must take strâ
10869,10869,Anti-State,rt december one darkest day history pakistan army public school attacked lunatic terrâ
10870,10870,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack army puâ
10871,10871,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack army puâ
10872,10872,Anti-State,rt paybackbegins evidence terrorist network pakistan afghanistan link indiathe alliancâ
10873,10873,Anti-State,rt always remember december one darkest day life still remember emotional trauma fâ
10874,10874,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ army pâ
10875,10875,Anti-State,paybackbegins evidence terrorist network pakistan afghanistan link indiatheâ
10876,10876,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed aâ
10877,10877,Anti-State,rt peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary andâ
10878,10878,Anti-State,rt india involved deadly terrorist attack militaryrun school pakistan child betweeâ
10879,10879,Anti-State,rt pakistan custody indian national publicly portrayed terrorist indian agent creating unâ
10880,10880,Anti-State,israel world bigger terrorist anyone like israel go israel world accept israel buâ
10881,10881,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack army puâ
10882,10882,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed arâ
10883,10883,Anti-State,december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack onâ
10884,10884,Anti-State,major abid pakistanâs army special service group ssg leading zarar company commando attack aps sâ
10885,10885,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10886,10886,Anti-State,rt december darkest day pakistanâs long struggle externallysponsored terrorism thought pâ
10887,10887,Anti-State,rt paybackbegins pakistan defeated kind terrorism terrorist evil propaganda planned lndia
10888,10888,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu pakistan prime minister imran khanâs adviser national security faced criticism within hisâ
10889,10889,Anti-State,rt paybackbegins pakistan long victim indian terrorism arrest clubbhushan jadeo great proofâ
10890,10890,Anti-State,rt paybackbegins pakistan evidence lndian intelligence agency sponsoring terrorist organization theâ
10891,10891,Anti-State,rt paybackbegins pakistan one theory lndia socalled secular terrorist state lndia trained send tâ
10892,10892,Anti-State,rt paybackbegins use say pakistan terrorist country even havent provide evidence today sâ
10893,10893,Anti-State,rt paybackbegins pakistan evidence lndian intelligence agency sponsoring terrorist organization theâ
10894,10894,Anti-State,rt paybackbeginsu take crash nearby building work send teenage survivor one pakistaâ
10895,10895,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ arâ
10896,10896,Anti-State,rt paybackbegins united nation declared lndia center terrorism india wanted isolate pakistan worldâ
10897,10897,Anti-State,rt always remember december one darkest day life still remember emotional trauma fâ
10898,10898,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed aâ
10899,10899,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormeâ
10900,10900,Anti-State,rt paybackbegins pakistan evidence lndian intelligence agency sponsoring terrorist organization theâ
10901,10901,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormedâ
10902,10902,Anti-State,nixon sent nuclear carrier enterprise bay bengal scare indiragandhi shadowed soviet unionâ
10903,10903,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10904,10904,Anti-State,rt pakistan custody indian national publicly portrayed terrorist indian agent creating unrâ
10905,10905,Anti-State,rt fact clear indian involvement terrorist activity pakistan blood martyr ofâ
10906,10906,Anti-State,rt paybackbegins take crash nearby building work send teenage survivor one pakistanâs worst eâ
10907,10907,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10908,10908,Anti-State,rt india involved deadly terrorist attack militaryrun school pakistan child betweenâ
10909,10909,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10910,10910,Anti-State,rt paybackbegins pakistan long victim indian terrorism arrest clubbhushan jadeo great proofâ
10911,10911,Anti-State,paybackbegins majority indian poor amp lacking basic day day need india enough money toâ
10912,10912,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu pakistan prime minister imran khanâs adviser national security faced criticism within hisâ
10913,10913,Anti-State,rt paybackbegins pakistan gone ups amp down since birth separation east pakistan amp aps terrorist attâ
10914,10914,Anti-State,rt india involved deadly terrorist attack militaryrun school pakistan child betweâ
10915,10915,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10916,10916,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ arâ
10917,10917,Anti-State,rt state pakistan asking humanrights peace speaking terrorist terrorism isâ
10918,10918,Anti-State,paybackbegins pakistan long victim indian terrorism arrest clubbhushan jadeo greaâ
10919,10919,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10920,10920,Anti-State,rt today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawar syâ
10921,10921,Anti-State,rt proxy war neighboring country part indian policy india providing financial arm support terroristsâ
10922,10922,Anti-State,rt indian terrorist kalbhushan arrested pakistan eu disinfo report also told another type terrorisam using agaiâ
10923,10923,Anti-State,rt india involved deadly terrorist attack militaryrun school pakistan child betweenâ
10924,10924,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ arâ
10925,10925,Anti-State,rt pakistan custody indian national publicly portrayed terrorist indian agent creating unrâ
10926,10926,Anti-State,rt past two decade said life lost terrorist attack pakistan economic câ
10927,10927,Anti-State,today taliban afghanistan come terrorist country like pakistan ali wazir cannot go peshawarâ
10928,10928,Anti-State,rt paybackbegins take crash nearby building work send teenage survivor one pakistanâs worst eâ
10929,10929,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan conducted terrorist attack army pâ
10930,10930,Anti-State,rt today mark year one heartless terrorist attack history pakistan never forget let aâ
10931,10931,Anti-State,black day pakistanufuf peshawar school massacre terrorist attack seven heavily armed terrorist stormedâ
10932,10932,Anti-State,rt paybackbegins raw investing heavily disrupt progress china pakistan economic corridor cpec attackingâ
10933,10933,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ arâ
10934,10934,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack armyâ
10935,10935,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormeâ
10936,10936,Anti-State,rt proxy war neighboring country part indian policy india providing financial arm support terroristsâ
10937,10937,Anti-State,december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack onâ
10938,10938,Anti-State,rt pakistan making sacrifice blood treasure india busy laying terrorist network using soil aâ
10939,10939,Anti-State,december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack onâ
10940,10940,Anti-State,rt past two decade said life lost terrorist attack pakistan economic câ
10941,10941,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ arâ
10942,10942,Anti-State,rt aug pakistanâs intelligence agency averted massive terrorist attack planned india paybackbegins
10943,10943,Anti-State,rt peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary andâ
10944,10944,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu pakistan prime minister imran khanâs adviser national security faced criticism within hisâ
10945,10945,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack theâ arâ
10946,10946,Anti-State,rt commemorative ceremony held ankara apspeshawar terrorist attack martyr amb speech condemâ
10947,10947,Anti-State,rt pakistan strongly condemns todayâs terrorist attack oil transport vessel jeddah alshuqaiq amp petroleum dâ
10948,10948,Anti-State,rt indian intelligence agency raw according dossier paying r million suicide terrorist attack pakisâ
10949,10949,Anti-State,december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack onâ
10950,10950,Anti-State,rt paybackbegins paybackbegins indian force hand carrying terrorist attack pakistan giviâ
10951,10951,Anti-State,rt state pakistan asking humanrights peace speaking terrorist terrorism isâ
10952,10952,Anti-State,rt india responsible terrorist attack pakistan new delhi used consulate neighbouring country launch atâ
10953,10953,Anti-State,december six gunman affiliated tehrikitaliban pakistan conducted terrorist attack aâ
10954,10954,Anti-State,rt state pakistan asking humanrights peace speaking terrorist terrorism isâ
10955,10955,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu pakistan prime minister imran khanâs adviser national security faced criticism within hisâ
10956,10956,Anti-State,state pakistan asking humanrights peace speaking terrorist terrorismâ
10957,10957,Anti-State,rt peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary andâ
10958,10958,Anti-State,rt pakistan making sacrifice blood treasure india busy laying terrorist network using soil aâ
10959,10959,Anti-State,rt paybackbegins india involved deadly terrorist attack militaryrun school pakistan â
10960,10960,Anti-State,rt aug pakistanâs intelligence agency averted massive terrorist attack planned india paybackbegins
10961,10961,Anti-State,rt paybackbegins united nation declare india terrorist state international community must take strâ
10962,10962,Anti-State,rt december darkest day pakistanâs long struggle externallysponsored terrorism thought pâ
10963,10963,Anti-State,rt india responsible terrorist attack pakistan new delhi used consulate neighbouring country launch atâ
10964,10964,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan conducted terrorist attack armyâ
10965,10965,Anti-State,year ago bangladesh liberated terrorist regime known pakistan controlled pakistaâ
10966,10966,Anti-State,rt indiaampraw behind every terrorist incident south asia especially pakistankalbushn yadeuv indn navel officer haâ
10967,10967,Anti-State,rt indian intelligence agency raw according dossier paying r million suicide terrorist attack pakisâ
10968,10968,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan conducted terrorist attack army pâ
10969,10969,Anti-State,rt use say pakistan terrorist country even havent provide evidence today situation lndiaâ
10970,10970,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan conducted terrorist attack armyâ
10971,10971,Anti-State,december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack onâ
10972,10972,Anti-State,rt peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary andâ
10973,10973,Anti-State,rt apstoheaven peshawar school massacre terrorist attack seven heavily armed taliban fighter stormed armyrun pâ
10974,10974,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack armyâ
10975,10975,Anti-State,rt peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary andâ
10976,10976,Anti-State,rt paybackbeginsu take crash nearby building work send teenage survivor one pakistaâ
10977,10977,Anti-State,rt paybackbegins warned india planned upscale terrorist activity pakistan coming month revealinâ
10978,10978,Anti-State,rt india involved deadly terrorist attack militaryrun school pakistan child betwâ
10979,10979,Anti-State,rt paybackbegins take crash nearby building work send teenage survivor one pakistanâs worst eâ
10980,10980,Anti-State,rt always remember december one darkest day life still remember emotional trauma fâ
10981,10981,Anti-State,december six gunman affiliated tehrikitaliban pakistan conducted terrorist attack aâ
10982,10982,Anti-State,rt pakistan custody indian national publicly portrayed terrorist indian agent creating unrâ
10983,10983,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed aâ
10984,10984,Anti-State,rt always remember december one darkest day life still remember emotional trauma fâ
10985,10985,Anti-State,rt december six gunman affiliated theâ tehrikitaliban pakistanâ ttp conducted terrorist attack thâ
10986,10986,Anti-State,th anniversary bangladesh liberation war india defeated terrorist genocide mass rape enacting pakistan â
10987,10987,Anti-State,rt uudueuccuuccuuauduucufuuauuuuu peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed aâ
10988,10988,Anti-State,rt december six gunman affiliated tehrikitaliban pakistan ttp conducted terrorist attack thâ
10989,10989,Anti-State,rt organistaion carrying terrorist attack province balochistan liberation army designated terroâ
10990,10990,Anti-State,rt india involved deadly terrorist attack militaryrun school pakistan child betwâ
10991,10991,Anti-State,rt peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun primary andâ
10992,10992,Anti-State,rt apstoheaven peshawar school massacreâ terroristâ attack seven heavily armedâ talibanâ fighter stormed armyrun priâ
